,eventDescription,eventTime,eventType,simulationId,truckId,deliverTime
13021,"Packet 78 to (calle del Poeta Blas de Otero, 22, Madrid, [-3.6532859651416985,40.420408352130664])",872250,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,0.0
13112,"Packet 79 to (calle del Poeta Blas de Otero, 22, Madrid, [-3.6532859651416985,40.420408352130664])",992820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120570.0
13566,"Packet 50 to (calle de Valdecanillas, 59, Madrid, [-3.6235603609007043,40.43347345612278])",1536120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
13614,"Packet 51 to (calle de Valdecanillas, 59, Madrid, [-3.6235603609007043,40.43347345612278])",1596720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
13666,"Packet 52 to (calle de Valdecanillas, 59, Madrid, [-3.6235603609007043,40.43347345612278])",1657320,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
14013,"Packet 23 to (avda de la Institución Libre de Enseñanza, 194, Madrid, [-3.624758502708716,40.418980433169864])",2089920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
14419,"Packet 21 to (bulev de José Prat, 5, Madrid, [-3.6233859044716414,40.400528243523254])",2629320,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
14835,"Packet 58 to (avda de la Albufera, 432, Madrid, [-3.630286273179001,40.382283437657705])",3148920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
14913,"Packet 59 to (avda de la Albufera, 432, Madrid, [-3.630286273179001,40.382283437657705])",3269520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
14966,"Packet 60 to (avda de la Albufera, 432, Madrid, [-3.630286273179001,40.382283437657705])",3330120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
15084,"Packet 61 to (avda de la Albufera, 432, Madrid, [-3.630286273179001,40.382283437657705])",3450720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
15353,"Packet 46 to (avda de La Gavia, 80, Madrid, [-3.6182480911386135,40.36574459130942])",3827820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
15385,"Packet 47 to (avda de La Gavia, 80, Madrid, [-3.6182480911386135,40.36574459130942])",3888420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
16055,"Packet 0 to (calle de Juan José Martínez Seco, 97, Madrid, [-3.684801819037207,40.352522624839075])",4784220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
16167,"Packet 1 to (calle de Juan José Martínez Seco, 97, Madrid, [-3.684801819037207,40.352522624839075])",4904820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
16784,"Packet 2 to (avda Gran Bretaña, S/N, Leganés, [-3.735771414240955,40.33881301201681])",5737620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
17454,"Packet 66 to (calle de Castilla la Nueva, 31, Fuenlabrada, [-3.7977870795475255,40.29427500212509])",6594120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
17524,"Packet 67 to (calle de Castilla la Nueva, 31, Fuenlabrada, [-3.7977870795475255,40.29427500212509])",6714690,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120570.0
18196,"Packet 26 to (avda de la Constitución, 43, Móstoles, [-3.861750083903987,40.32616811134434])",7699620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60570.0
18471,"Packet 27 to (calle Salcillo, 9, Móstoles, [-3.8655637684149387,40.33352711423664])",8110920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
18856,"Packet 9 to (calle de Joaquín Blume, 7, Móstoles, [-3.8858794206158658,40.327859727780236])",8582220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
18944,"Packet 10 to (calle de Joaquín Blume, 7, Móstoles, [-3.8858794206158658,40.327859727780236])",8702820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
19027,"Packet 11 to (calle de Joaquín Blume, 7, Móstoles, [-3.8858794206158658,40.327859727780236])",8823420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120600.0
19697,"Packet 34 to (avda de Francia, 108, Arroyomolinos, [-3.9235348440014453,40.28111411071548])",9689250,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60630.0
21046,"Packet 28 to (paseo de la Florida, 8, Madrid, [-3.721979952063204,40.42222501530794])",11379420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,120570.0
21117,"Packet 29 to (paseo de la Florida, 8, Madrid, [-3.721979952063204,40.42222501530794])",11440020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3321FBL,60600.0
16029,"Packet 44 to (calle de San Antonio, 86, Aranjuez, [-3.6026007058134595,40.03328094813715])",4758120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3953RLD,120570.0
16104,"Packet 45 to (calle de San Antonio, 86, Aranjuez, [-3.6026007058134595,40.03328094813715])",4818750,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,3953RLD,60600.0
12621,"Packet 16 to (calle de Fernando el Católico, 32, Madrid, [-3.711167018287128,40.43421097121721])",352290,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,120570.0
12731,"Packet 17 to (calle de Fernando el Católico, 32, Madrid, [-3.711167018287128,40.43421097121721])",472920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,120630.0
12817,"Packet 18 to (calle de Fernando el Católico, 32, Madrid, [-3.711167018287128,40.43421097121721])",593520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,120600.0
12868,"Packet 19 to (calle de Fernando el Católico, 32, Madrid, [-3.711167018287128,40.43421097121721])",654120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,60600.0
14378,"Packet 80 to (avda Kiel, s/n, Nuevo Baztán, [-3.9478484604430473,40.46765640004018])",2586150,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,120600.0
14429,"Packet 81 to (avda Kiel, s/n, Nuevo Baztán, [-3.9478484604430473,40.46765640004018])",2646720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,60570.0
15963,"Packet 48 to (calle de Gómez Campo, 6, Escorial, El, [-4.131207296846905,40.585309515003814])",4658520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,60600.0
17008,"Packet 38 to (paseo Alfredo Carneros, 9, Collado Mediano, [-4.037461140502061,40.69100440697255])",6019920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,60600.0
17046,"Packet 39 to (paseo Alfredo Carneros, 9, Collado Mediano, [-4.037461140502061,40.69100440697255])",6080490,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,60570.0
18882,"Packet 22 to (avda de la Osa Mayor, 36, Madrid, [-3.7801810957003177,40.45931525959969])",8620050,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5030LXK,120630.0
13048,"Packet 68 to (calle de la Virgen de Nuria, 5, Madrid, [-3.653389450453123,40.43597538844936])",913620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
13094,"Packet 69 to (calle de la Virgen de Nuria, 5, Madrid, [-3.653389450453123,40.43597538844936])",974220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
13203,"Packet 70 to (calle de la Virgen de Nuria, 5, Madrid, [-3.653389450453123,40.43597538844936])",1094820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
13777,"Packet 53 to (avda de Machu Picchu, 75, Madrid, [-3.63340008044568,40.460591158053376])",1774020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
13866,"Packet 54 to (avda de Machu Picchu, 75, Madrid, [-3.63340008044568,40.460591158053376])",1894620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
13910,"Packet 55 to (avda de Machu Picchu, 75, Madrid, [-3.63340008044568,40.460591158053376])",1955220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60570.0
14643,"Packet 40 to (calle de César Cort Botí, 14, Madrid, [-3.612080964117658,40.496282452474304])",2910420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,0.0
14726,"Packet 41 to (calle de César Cort Botí, 14, Madrid, [-3.612080964117658,40.496282452474304])",3031020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,0.0
14837,"Packet 42 to (calle de César Cort Botí, 14, Madrid, [-3.612080964117658,40.496282452474304])",3151650,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120630.0
14879,"Packet 43 to (calle de César Cort Botí, 14, Madrid, [-3.612080964117658,40.496282452474304])",3212220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60570.0
15585,"Packet 73 to (calle del Jazmín, 16, Madrid, [-3.6677214688794035,40.47716368944249])",4160820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
15618,"Packet 74 to (calle del Jazmín, 16, Madrid, [-3.6677214688794035,40.47716368944249])",4221420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
15674,"Packet 75 to (calle del Jazmín, 16, Madrid, [-3.6677214688794035,40.47716368944249])",4282020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
15771,"Packet 76 to (calle del Jazmín, 16, Madrid, [-3.6677214688794035,40.47716368944249])",4402620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
16261,"Packet 77 to (calle de la Sierra de Atapuerca, 31, Madrid, [-3.669083914097154,40.50506550135581])",5054850,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
16796,"Packet 71 to (paseo de la Chopera, 28, Alcobendas, [-3.6379947711820804,40.53852019673887])",5756520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
16831,"Packet 72 to (paseo de la Chopera, 28, Alcobendas, [-3.6379947711820804,40.53852019673887])",5817120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
17208,"Packet 49 to (ctra Nacional I (Variante Alcobendas), km.10,200, Alcobendas, [-3.650842209932408,40.52753878883098])",6308820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
17843,"Packet 20 to (calle de Gloria Fuertes, 181, Madrid, [-3.7257744648153746,40.49554328765328])",7193820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
18129,"Packet 12 to (calle de Leopoldo Alas Clarín, 8, Madrid, [-3.7335507127210215,40.48033217152688])",7621020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60570.0
18173,"Packet 13 to (calle de Leopoldo Alas Clarín, 8, Madrid, [-3.7335507127210215,40.48033217152688])",7681620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
18254,"Packet 14 to (calle de Leopoldo Alas Clarín, 8, Madrid, [-3.7335507127210215,40.48033217152688])",7802220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,0.0
18307,"Packet 15 to (calle de Leopoldo Alas Clarín, 8, Madrid, [-3.7335507127210215,40.48033217152688])",7862820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
19201,"Packet 56 to (plaza de Cascorro, 6, Madrid, [-3.7071581943229166,40.41055081565827])",9013020,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120600.0
19517,"Packet 24 to (calle del Ferrocarril, 31, Madrid, [-3.697262666582825,40.40071896571341])",9487050,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,120630.0
19579,"Packet 25 to (calle del Ferrocarril, 31, Madrid, [-3.697262666582825,40.40071896571341])",9547650,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,5534TPH,60600.0
12999,"Packet 6 to (avda de Pío XII, 2, Madrid, [-3.6762284864574633,40.460798984112344])",837420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,60600.0
13083,"Packet 7 to (avda de Pío XII, 2, Madrid, [-3.6762284864574633,40.460798984112344])",958050,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120600.0
13126,"Packet 8 to (avda de Pío XII, 2, Madrid, [-3.6762284864574633,40.460798984112344])",1018620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,60570.0
13349,"Packet 35 to (calle de Juan Ramón Jiménez, 28, Madrid, [-3.686651667596279,40.4627915825408])",1300620,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120570.0
13474,"Packet 36 to (calle de Juan Ramón Jiménez, 28, Madrid, [-3.686651667596279,40.4627915825408])",1421220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120570.0
13530,"Packet 37 to (calle de Juan Ramón Jiménez, 28, Madrid, [-3.686651667596279,40.4627915825408])",1481820,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,60600.0
13874,"Packet 62 to (calle del Barón del Castillo de Chirel, 2, Madrid, [-3.7046792467160605,40.45873715219145])",1899720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,60600.0
13956,"Packet 63 to (calle del Barón del Castillo de Chirel, 2, Madrid, [-3.7046792467160605,40.45873715219145])",2020320,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120600.0
14051,"Packet 64 to (calle del Barón del Castillo de Chirel, 2, Madrid, [-3.7046792467160605,40.45873715219145])",2140920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120600.0
14130,"Packet 65 to (calle del Barón del Castillo de Chirel, 2, Madrid, [-3.7046792467160605,40.45873715219145])",2261520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120600.0
14281,"Packet 57 to (calle de Bravo Murillo, 200, Madrid, [-3.7022572982672193,40.456076224785136])",2470920,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,6270NFM,120600.0
13271,"Packet 3 to (avda de Oporto, 93, Madrid, [-3.731922080793202,40.3878650415518])",1184220,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,60570.0
13311,"Packet 4 to (avda de Oporto, 93, Madrid, [-3.731922080793202,40.3878650415518])",1244850,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,60630.0
13356,"Packet 5 to (avda de Oporto, 93, Madrid, [-3.731922080793202,40.3878650415518])",1305420,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,60570.0
13850,"Packet 30 to (calle de Carmen Martín Gaite, 10, Madrid, [-3.764345510713879,40.37324074164758])",1877520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
13934,"Packet 31 to (calle de Carmen Martín Gaite, 10, Madrid, [-3.764345510713879,40.37324074164758])",1998120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
14031,"Packet 32 to (calle de Carmen Martín Gaite, 10, Madrid, [-3.764345510713879,40.37324074164758])",2118720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
14116,"Packet 33 to (calle de Carmen Martín Gaite, 10, Madrid, [-3.764345510713879,40.37324074164758])",2239320,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
14676,"Packet 82 to (gta de Los Cármenes, 4, Madrid, [-3.744101063134701,40.3950396118722])",2948520,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,60600.0
14762,"Packet 83 to (gta de Los Cármenes, 4, Madrid, [-3.744101063134701,40.3950396118722])",3069120,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
14860,"Packet 84 to (gta de Los Cármenes, 4, Madrid, [-3.744101063134701,40.3950396118722])",3189720,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
14952,"Packet 85 to (gta de Los Cármenes, 4, Madrid, [-3.744101063134701,40.3950396118722])",3310320,Truck ended delivering,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,9593DXM,120600.0
20345,"Packet 53 to (calle de José Ortega y Gasset, 47, Madrid, [-3.6775837841856136,40.43016042608685])",550860,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
20393,"Packet 54 to (calle de José Ortega y Gasset, 47, Madrid, [-3.6775837841856136,40.43016042608685])",611460,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
20526,"Packet 55 to (calle de José Ortega y Gasset, 47, Madrid, [-3.6775837841856136,40.43016042608685])",732060,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
20916,"Packet 8 to (calle de Amador Valdés, 18, Madrid, [-3.6507917195280055,40.43068372110107])",1228260,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120570.0
21158,"Packet 41 to (calle del Río Ulla, 4, Madrid, [-3.643098184377099,40.434915975810604])",1522260,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
21220,"Packet 42 to (calle del Río Ulla, 4, Madrid, [-3.643098184377099,40.434915975810604])",1582860,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
21300,"Packet 43 to (calle del Río Ulla, 4, Madrid, [-3.643098184377099,40.434915975810604])",1703490,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
21472,"Packet 66 to (calle de Francisco Madariaga, 34, Madrid, [-3.640344390785201,40.435453785879396])",1883190,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
21534,"Packet 67 to (calle de Francisco Madariaga, 34, Madrid, [-3.640344390785201,40.435453785879396])",1943760,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60570.0
22193,"Packet 24 to (calle de la Galera, 1, Madrid, [-3.588483339608293,40.45352225263365])",2742360,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
22249,"Packet 25 to (calle de la Galera, 1, Madrid, [-3.588483339608293,40.45352225263365])",2802930,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60570.0
22335,"Packet 26 to (calle de la Galera, 1, Madrid, [-3.588483339608293,40.45352225263365])",2863560,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
22971,"Packet 3 to (calle Perú, 2, Coslada, [-3.5476495424614622,40.42675883664328])",3573660,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,0.0
23031,"Packet 4 to (calle Perú, 2, Coslada, [-3.5476495424614622,40.42675883664328])",3634260,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
23129,"Packet 5 to (calle Perú, 2, Coslada, [-3.5476495424614622,40.42675883664328])",3754860,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
23426,"Packet 56 to (avda Madrid, 8, Coslada, [-3.541981103427114,40.42259632897808])",4085760,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
23522,"Packet 57 to (avda Madrid, 8, Coslada, [-3.541981103427114,40.42259632897808])",4206390,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
23610,"Packet 58 to (avda Madrid, 8, Coslada, [-3.541981103427114,40.42259632897808])",4326960,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120570.0
23685,"Packet 59 to (avda Madrid, 8, Coslada, [-3.541981103427114,40.42259632897808])",4447560,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
24307,"Packet 87 to (calle de Suecia, 53, Madrid, [-3.60474443270361,40.42697878928219])",5319690,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
24667,"Packet 19 to (calle de Lumbreras, 9, Madrid, [-3.615438425300114,40.40645375265406])",5833590,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
24730,"Packet 20 to (calle de Lumbreras, 9, Madrid, [-3.615438425300114,40.40645375265406])",5954190,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,0.0
24821,"Packet 21 to (calle de Lumbreras, 9, Madrid, [-3.615438425300114,40.40645375265406])",6074760,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,0.0
24901,"Packet 22 to (calle de Lumbreras, 9, Madrid, [-3.615438425300114,40.40645375265406])",6195390,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120630.0
25214,"Packet 80 to (calle de Sirio, 6, Madrid, [-3.6631180159802157,40.413325315006645])",6831660,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,120600.0
25236,"Packet 81 to (calle de Sirio, 6, Madrid, [-3.6631180159802157,40.413325315006645])",6892260,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3321FBL,60600.0
20664,"Packet 76 to (paseo de Santa María de la Cabeza, 116, Madrid, [-3.708728480793593,40.39171225495032])",923160,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120600.0
20749,"Packet 77 to (paseo de Santa María de la Cabeza, 116, Madrid, [-3.708728480793593,40.39171225495032])",1043760,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120600.0
20833,"Packet 78 to (paseo de Santa María de la Cabeza, 116, Madrid, [-3.708728480793593,40.39171225495032])",1104390,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60630.0
20868,"Packet 79 to (paseo de Santa María de la Cabeza, 116, Madrid, [-3.708728480793593,40.39171225495032])",1164960,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60570.0
21727,"Packet 14 to (calle Tirso de Molina, 4, Leganés, [-3.7624303777181303,40.325577084797146])",2156490,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60630.0
22022,"Packet 86 to (calle Nuestra Señora del Pilar, 14, Leganés, [-3.769426562929645,40.3259451813855])",2539830,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120570.0
22696,"Packet 28 to (calle de Sevilla, 15, Fuenlabrada, [-3.7975806356876847,40.29172682164944])",3266160,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,0.0
22740,"Packet 29 to (calle de Sevilla, 15, Fuenlabrada, [-3.7975806356876847,40.29172682164944])",3326760,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60600.0
22797,"Packet 30 to (calle de Sevilla, 15, Fuenlabrada, [-3.7975806356876847,40.29172682164944])",3387360,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60600.0
22854,"Packet 31 to (calle de Sevilla, 15, Fuenlabrada, [-3.7975806356876847,40.29172682164944])",3447960,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60600.0
23148,"Packet 74 to (calle Galicia, 37, Fuenlabrada, [-3.8106996966077915,40.30066284744574])",3773460,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60600.0
23273,"Packet 75 to (calle Galicia, 37, Fuenlabrada, [-3.8106996966077915,40.30066284744574])",3894060,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120600.0
24214,"Packet 60 to (calle de Los Yébenes, 110, Madrid, [-3.751749161898366,40.391936069455156])",5178960,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,0.0
24297,"Packet 61 to (calle de Los Yébenes, 110, Madrid, [-3.751749161898366,40.391936069455156])",5299590,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120630.0
24499,"Packet 50 to (calle de Rueza, 36, Madrid, [-3.7531048447484836,40.403630011236736])",5618460,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60570.0
24596,"Packet 51 to (calle de Rueza, 36, Madrid, [-3.7531048447484836,40.403630011236736])",5739090,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,120600.0
24639,"Packet 52 to (calle de Rueza, 36, Madrid, [-3.7531048447484836,40.403630011236736])",5799660,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60570.0
24814,"Packet 65 to (paseo de Extremadura, 136, Madrid, [-3.7366492392367716,40.41080812370361])",6064260,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,3953RLD,60570.0
20548,"Packet 85 to (paseo de la Castellana, 71, Madrid, [-3.6933116089545845,40.44746357667088])",764160,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,5030LXK,120600.0
20849,"Packet 39 to (calle de Rafael Salgado, 19, Madrid, [-3.687533203053598,40.45438997019304])",1123290,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,5030LXK,120630.0
20883,"Packet 40 to (calle de Rafael Salgado, 19, Madrid, [-3.687533203053598,40.45438997019304])",1183860,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,5030LXK,60570.0
21488,"Packet 9 to (calle de Ramón Gómez de la Serna, 7, Madrid, [-3.72360668808599,40.48159304645892])",1900860,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,5030LXK,60570.0
21549,"Packet 10 to (calle de Ramón Gómez de la Serna, 7, Madrid, [-3.72360668808599,40.48159304645892])",1961490,Truck ended delivering,0479683c-5185-4c2a-bb06-2dc0e805eecb,5030LXK,60630.0
