,eventDescription,eventTime,eventType,simulationId,truckId,deliverTime
10364,"Packet 49 to (calle del Poeta Blas de Otero, 22, Madrid, [-3.6532859651416985,40.420408352130664])",1091340,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
10510,"Packet 75 to (calle de María Teresa Sáenz de Heredia, 49, Madrid, [-3.651976211511139,40.4251545051654])",1257240,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60570.0
10558,"Packet 76 to (calle de María Teresa Sáenz de Heredia, 49, Madrid, [-3.651976211511139,40.4251545051654])",1317840,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60570.0
10986,"Packet 35 to (avda de la Institución Libre de Enseñanza, 77, Madrid, [-3.6291792497848756,40.42662316610095])",1799340,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
11079,"Packet 36 to (avda de la Institución Libre de Enseñanza, 77, Madrid, [-3.6291792497848756,40.42662316610095])",1919940,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,120600.0
11168,"Packet 37 to (avda de la Institución Libre de Enseñanza, 77, Madrid, [-3.6291792497848756,40.42662316610095])",2040540,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,120600.0
11677,"Packet 10 to (avda de Pablo Neruda, 102, Madrid, [-3.6489807082735126,40.38330617254423])",2701140,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
11819,"Packet 11 to (avda de Pablo Neruda, 102, Madrid, [-3.6489807082735126,40.38330617254423])",2821740,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,0.0
11874,"Packet 12 to (avda de Pablo Neruda, 102, Madrid, [-3.6489807082735126,40.38330617254423])",2882340,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
11937,"Packet 13 to (avda de Pablo Neruda, 102, Madrid, [-3.6489807082735126,40.38330617254423])",2942940,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
13251,"Packet 23 to (calle de las Tiendas, 4, Arganda del Rey, [-3.43837426070663,40.30051954946307])",4589940,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
13332,"Packet 24 to (calle de las Tiendas, 4, Arganda del Rey, [-3.43837426070663,40.30051954946307])",4710540,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,0.0
13379,"Packet 25 to (calle de las Tiendas, 4, Arganda del Rey, [-3.43837426070663,40.30051954946307])",4771140,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
13430,"Packet 26 to (calle de las Tiendas, 4, Arganda del Rey, [-3.43837426070663,40.30051954946307])",4831740,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6270NFM,60600.0
10519,"Packet 38 to (calle de Álvarez Abellán, 12, Madrid, [-3.732350807363121,40.38502446687861])",1264470,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120630.0
10631,"Packet 39 to (calle de Álvarez Abellán, 12, Madrid, [-3.732350807363121,40.38502446687861])",1385040,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120570.0
11281,"Packet 89 to (calle Monegros, 55, Leganés, [-3.7504631265782082,40.33868258572837])",2218440,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
11330,"Packet 90 to (calle Monegros, 55, Leganés, [-3.7504631265782082,40.33868258572837])",2279040,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
11369,"Packet 91 to (calle Monegros, 55, Leganés, [-3.7504631265782082,40.33868258572837])",2339640,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
12004,"Packet 92 to (avda de las Ciudades, 10, Getafe, [-3.723634218896145,40.31797929370401])",3027510,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120570.0
12119,"Packet 93 to (avda de las Ciudades, 10, Getafe, [-3.723634218896145,40.31797929370401])",3148110,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120600.0
12219,"Packet 94 to (avda de las Ciudades, 10, Getafe, [-3.723634218896145,40.31797929370401])",3268710,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120600.0
12255,"Packet 95 to (avda de las Ciudades, 10, Getafe, [-3.723634218896145,40.31797929370401])",3329310,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60570.0
12412,"Packet 65 to (calle Castellón de la Plana, 10, Getafe, [-3.7177471435557807,40.31221404926136])",3527610,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
12472,"Packet 66 to (calle Castellón de la Plana, 10, Getafe, [-3.7177471435557807,40.31221404926136])",3588210,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
12565,"Packet 67 to (calle Castellón de la Plana, 10, Getafe, [-3.7177471435557807,40.31221404926136])",3708810,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120600.0
12609,"Packet 68 to (calle Castellón de la Plana, 10, Getafe, [-3.7177471435557807,40.31221404926136])",3769410,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
12802,"Packet 69 to (calle Perales, 9, Getafe, [-3.7255692842513453,40.30963366836556])",4004940,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
13411,"Packet 0 to (calle de Esperanza Macarena, 29, Madrid, [-3.6900775671576542,40.349076799979])",4804740,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
13490,"Packet 1 to (calle de Esperanza Macarena, 29, Madrid, [-3.6900775671576542,40.349076799979])",4865340,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,60600.0
13578,"Packet 2 to (calle de Esperanza Macarena, 29, Madrid, [-3.6900775671576542,40.349076799979])",4985910,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,6965XLY,120570.0
10229,"Packet 50 to (calle del Marqués de Jura Real, 21, Madrid, [-3.7099263485015297,40.39133553456907])",963540,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
10314,"Packet 51 to (calle del Marqués de Jura Real, 21, Madrid, [-3.7099263485015297,40.39133553456907])",1024140,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,60600.0
10414,"Packet 52 to (calle del Marqués de Jura Real, 21, Madrid, [-3.7099263485015297,40.39133553456907])",1144740,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
10521,"Packet 53 to (calle del Marqués de Jura Real, 21, Madrid, [-3.7099263485015297,40.39133553456907])",1265340,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
12229,"Packet 3 to (calle de Antonio Gala, 12, Casarrubuelos, [-3.83096194606861,40.17180356564607])",3280710,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120570.0
12296,"Packet 4 to (calle de Antonio Gala, 12, Casarrubuelos, [-3.83096194606861,40.17180356564607])",3401310,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
12404,"Packet 5 to (calle de Antonio Gala, 12, Casarrubuelos, [-3.83096194606861,40.17180356564607])",3521910,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
14271,"Packet 34 to (plaza de Cascorro, 2, Madrid, [-3.7071179372081935,40.41120872255794])",5889840,Truck ended delivering,87cbff75-1caa-4068-a786-21468b9488b8,9593DXM,120600.0
17924,"Packet 45 to (calle de Narváez, 28, Madrid, [-3.6762324450267343,40.42118632838836])",469860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,60570.0
17964,"Packet 46 to (calle de Narváez, 28, Madrid, [-3.6762324450267343,40.42118632838836])",530460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,60600.0
18036,"Packet 47 to (calle de Narváez, 28, Madrid, [-3.6762324450267343,40.42118632838836])",651060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
18137,"Packet 48 to (calle de Narváez, 28, Madrid, [-3.6762324450267343,40.42118632838836])",771690,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
18582,"Packet 81 to (calle de Vicente Espinel, 26, Madrid, [-3.6412683042483787,40.433421631972564])",1392360,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
18685,"Packet 74 to (calle de José Arcones Gil, 9, Madrid, [-3.6390828816689034,40.43670401296155])",1544790,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,60600.0
19265,"Packet 62 to (calle de la Hacienda de Pavones, 191, Madrid, [-3.6387216806226044,40.40350763536198])",2258760,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120570.0
19325,"Packet 63 to (calle de la Hacienda de Pavones, 191, Madrid, [-3.6387216806226044,40.40350763536198])",2379390,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120630.0
19412,"Packet 64 to (calle de la Hacienda de Pavones, 191, Madrid, [-3.6387216806226044,40.40350763536198])",2499960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120570.0
19898,"Packet 75 to (plaza de Don Antonio de Andrés, 12, Madrid, [-3.605242787179009,40.40234537223512])",3118860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
20011,"Packet 76 to (plaza de Don Antonio de Andrés, 12, Madrid, [-3.605242787179009,40.40234537223512])",3239460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,0.0
20107,"Packet 77 to (plaza de Don Antonio de Andrés, 12, Madrid, [-3.605242787179009,40.40234537223512])",3360090,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120630.0
20745,"Packet 78 to (calle de Fuentidueña, 37, Madrid, [-3.6217650710141127,40.371644742154324])",4159290,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120630.0
21844,"Packet 19 to (avda de París, 2, Arganda del Rey, [-3.4525863637396177,40.30195135840372])",5420760,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,60600.0
22448,"Packet 29 to (calle Juan Gris, 5, Rivas-Vaciamadrid, [-3.5180712235194247,40.33752443227422])",6123660,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,60600.0
22556,"Packet 30 to (calle Juan Gris, 5, Rivas-Vaciamadrid, [-3.5180712235194247,40.33752443227422])",6244260,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
22670,"Packet 31 to (calle Juan Gris, 5, Rivas-Vaciamadrid, [-3.5180712235194247,40.33752443227422])",6364860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,0013DYS,120600.0
18375,"Packet 82 to (calle de Illescas, 203, Madrid, [-3.753506283337033,40.39101471701597])",1116660,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
18498,"Packet 22 to (calle de Ocaña, 86, Madrid, [-3.7517046765286017,40.384756129333255])",1290960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60600.0
18595,"Packet 23 to (calle de Ocaña, 86, Madrid, [-3.7517046765286017,40.384756129333255])",1411560,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120570.0
19508,"Packet 34 to (calle Alcalde José María Durán y Pelayo, 2, Leganés, [-3.789212991901937,40.31475763369394])",2622960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
19569,"Packet 35 to (calle Alcalde José María Durán y Pelayo, 2, Leganés, [-3.789212991901937,40.31475763369394])",2683560,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60570.0
20093,"Packet 20 to (plaza de Cádiz, 2, Fuenlabrada, [-3.7989376451936976,40.29106879614793])",3345360,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120570.0
20200,"Packet 21 to (plaza de Cádiz, 2, Fuenlabrada, [-3.7989376451936976,40.29106879614793])",3465960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
21427,"Packet 9 to (paseo León, 5, Casarrubuelos, [-3.826296324398793,40.17154865865191])",4946160,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
21524,"Packet 10 to (paseo León, 5, Casarrubuelos, [-3.826296324398793,40.17154865865191])",5066760,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
21631,"Packet 11 to (paseo León, 5, Casarrubuelos, [-3.826296324398793,40.17154865865191])",5187360,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
22758,"Packet 66 to (calle San Vicente, 25, Getafe, [-3.7260100817670443,40.30793717299851])",6480360,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
22874,"Packet 67 to (calle San Vicente, 25, Getafe, [-3.7260100817670443,40.30793717299851])",6600960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
23637,"Packet 51 to (calle del Camino Viejo de Leganés, 64, Madrid, [-3.727127750964517,40.387949342943074])",7501860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120570.0
23673,"Packet 52 to (calle del Camino Viejo de Leganés, 64, Madrid, [-3.727127750964517,40.387949342943074])",7562460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60570.0
23721,"Packet 53 to (calle del Camino Viejo de Leganés, 64, Madrid, [-3.727127750964517,40.387949342943074])",7623090,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60630.0
23802,"Packet 54 to (calle del Camino Viejo de Leganés, 64, Madrid, [-3.727127750964517,40.387949342943074])",7743690,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120600.0
24185,"Packet 5 to (plaza de Cascorro, 6, Madrid, [-3.7071581943229166,40.41055081565827])",8272260,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60600.0
24271,"Packet 6 to (plaza de Cascorro, 6, Madrid, [-3.7071581943229166,40.41055081565827])",8392890,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120630.0
24344,"Packet 7 to (plaza de Cascorro, 6, Madrid, [-3.7071581943229166,40.41055081565827])",8513460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,120570.0
24389,"Packet 8 to (plaza de Cascorro, 6, Madrid, [-3.7071581943229166,40.41055081565827])",8574060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3321FBL,60600.0
20940,"Packet 55 to (calle Corral del Cura, 1, Garganta de los Montes, [-3.6878570206279315,40.92105307094373])",4384860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3953RLD,60600.0
20983,"Packet 56 to (calle Corral del Cura, 1, Garganta de los Montes, [-3.6878570206279315,40.92105307094373])",4445460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3953RLD,60600.0
21104,"Packet 57 to (calle Corral del Cura, 1, Garganta de los Montes, [-3.6878570206279315,40.92105307094373])",4566060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,3953RLD,120600.0
18632,"Packet 25 to (calle de Motilla del Palancar, 21, Madrid, [-3.6325809837054894,40.46631635315138])",1469160,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
18673,"Packet 26 to (calle de Motilla del Palancar, 21, Madrid, [-3.6325809837054894,40.46631635315138])",1529790,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,60630.0
18729,"Packet 27 to (calle de Motilla del Palancar, 21, Madrid, [-3.6325809837054894,40.46631635315138])",1590390,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,60600.0
19076,"Packet 65 to (calle de Manizales, s/n, Madrid, [-3.6374547687148118,40.47278505214947])",2034960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120570.0
19725,"Packet 12 to (calle de Luis Moya Blanco, 19, Madrid, [-3.616507084267533,40.49507875368476])",2871360,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
19796,"Packet 13 to (calle de Luis Moya Blanco, 19, Madrid, [-3.616507084267533,40.49507875368476])",2991960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
19842,"Packet 14 to (calle de Luis Moya Blanco, 19, Madrid, [-3.616507084267533,40.49507875368476])",3052560,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,60600.0
20418,"Packet 83 to (calle del Alcalde Henche de la Plata, 7, Madrid, [-3.6498733753583856,40.48833743115443])",3780660,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
20562,"Packet 84 to (calle del Alcalde Henche de la Plata, 7, Madrid, [-3.6498733753583856,40.48833743115443])",3901290,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120630.0
20650,"Packet 85 to (calle del Alcalde Henche de la Plata, 7, Madrid, [-3.6498733753583856,40.48833743115443])",4021860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120570.0
21376,"Packet 24 to (calle de Pedro Teixeira, 9, Madrid, [-3.6930965046974418,40.45522160914468])",4908060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
21614,"Packet 68 to (calle de San Enrique, 18, Madrid, [-3.70000351001432,40.45596376958279])",5170860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,0.0
21733,"Packet 69 to (calle de San Enrique, 18, Madrid, [-3.70000351001432,40.45596376958279])",5291460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
21921,"Packet 58 to (calle de Lope de Haro, 10, Madrid, [-3.7025535629790096,40.45734469086514])",5547660,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,0.0
21988,"Packet 59 to (calle de Lope de Haro, 10, Madrid, [-3.7025535629790096,40.45734469086514])",5608230,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,60570.0
22076,"Packet 60 to (calle de Lope de Haro, 10, Madrid, [-3.7025535629790096,40.45734469086514])",5728860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,0.0
22172,"Packet 61 to (calle de Lope de Haro, 10, Madrid, [-3.7025535629790096,40.45734469086514])",5849460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
22508,"Packet 79 to (avda de la Reina Victoria, 20, Madrid, [-3.7066108070771273,40.447220885596224])",6188160,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,120600.0
22558,"Packet 80 to (avda de la Reina Victoria, 20, Madrid, [-3.7066108070771273,40.447220885596224])",6248760,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5030LXK,60600.0
19505,"Packet 86 to (calle de Andrés Sánchez Pastor, 25, Colmenar Viejo, [-3.7753697501270307,40.656964713540795])",2619060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60600.0
20971,"Packet 70 to (avda de los Linares, 10, Boalo, El, [-3.946807541302346,40.73548375374242])",4426260,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,120570.0
21064,"Packet 71 to (avda de los Linares, 10, Boalo, El, [-3.946807541302346,40.73548375374242])",4546890,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,120630.0
21134,"Packet 72 to (avda de los Linares, 10, Boalo, El, [-3.946807541302346,40.73548375374242])",4607460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60570.0
21180,"Packet 73 to (avda de los Linares, 10, Boalo, El, [-3.946807541302346,40.73548375374242])",4668060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60600.0
23318,"Packet 32 to (calle Verónica, 6, Rozas de Madrid, Las, [-3.925783380954781,40.5177983086549])",7079460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,0.0
23370,"Packet 33 to (calle Verónica, 6, Rozas de Madrid, Las, [-3.925783380954781,40.5177983086549])",7140060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60600.0
23971,"Packet 36 to (calle San Roque, 37, Majadahonda, [-3.8791000808731764,40.47287536471526])",7994790,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,0.0
24033,"Packet 37 to (calle San Roque, 37, Majadahonda, [-3.8791000808731764,40.47287536471526])",8055390,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60600.0
24088,"Packet 38 to (calle San Roque, 37, Majadahonda, [-3.8791000808731764,40.47287536471526])",8115960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60570.0
24118,"Packet 39 to (calle San Roque, 37, Majadahonda, [-3.8791000808731764,40.47287536471526])",8176590,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,5534TPH,60630.0
18928,"Packet 15 to (calle de la Presa, 38, San Fernando de Henares, [-3.5288368397270315,40.428540126570766])",1821660,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
18969,"Packet 16 to (calle de la Presa, 38, San Fernando de Henares, [-3.5288368397270315,40.428540126570766])",1882260,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
19003,"Packet 17 to (calle de la Presa, 38, San Fernando de Henares, [-3.5288368397270315,40.428540126570766])",1942860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
19091,"Packet 18 to (calle de la Presa, 38, San Fernando de Henares, [-3.5288368397270315,40.428540126570766])",2063460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120600.0
20305,"Packet 41 to (calle Goya, 2, Alcalá de Henares, [-3.362917534528169,40.487810972116705])",3627090,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120600.0
20353,"Packet 42 to (calle Goya, 2, Alcalá de Henares, [-3.362917534528169,40.487810972116705])",3687690,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
20438,"Packet 43 to (calle Goya, 2, Alcalá de Henares, [-3.362917534528169,40.487810972116705])",3808260,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120570.0
20536,"Packet 44 to (calle Goya, 2, Alcalá de Henares, [-3.362917534528169,40.487810972116705])",3868890,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
22122,"Packet 0 to (avda de la Hispanidad, S/N, Madrid, [-3.5686520099070917,40.46672962556006])",5781060,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120630.0
23606,"Packet 49 to (calle de Juan José Martínez Seco, 97, Madrid, [-3.684801819037207,40.352522624839075])",7447860,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120600.0
23643,"Packet 50 to (calle de Juan José Martínez Seco, 97, Madrid, [-3.684801819037207,40.352522624839075])",7508460,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
24047,"Packet 28 to (paseo de las Moreras, 6, Madrid, [-3.710990061012473,40.346814968678515])",8076960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120600.0
24189,"Packet 40 to (calle de la Huerta de Villaverde, 50, Madrid, [-3.712785764931892,40.34849763566987])",8277960,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,120600.0
24669,"Packet 1 to (calle del General Marvá, 9, Madrid, [-3.706212757435263,40.39000691226754])",8967690,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60630.0
24734,"Packet 2 to (calle del General Marvá, 9, Madrid, [-3.706212757435263,40.39000691226754])",9088290,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,0.0
24779,"Packet 3 to (calle del General Marvá, 9, Madrid, [-3.706212757435263,40.39000691226754])",9148890,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,0.0
24825,"Packet 4 to (calle del General Marvá, 9, Madrid, [-3.706212757435263,40.39000691226754])",9209490,Truck ended delivering,89e2794a-f385-45c2-a9be-d8cb5f293c72,6270NFM,60600.0
3481,"Packet 32 to (calle de Valderrodrigo, 54, Madrid, [-3.7194905532587246,40.469573781870075])",883560,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,120630.0
3531,"Packet 33 to (calle de Valderrodrigo, 54, Madrid, [-3.7194905532587246,40.469573781870075])",1004160,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,120570.0
3790,"Packet 25 to (calle del Cerro de la Carrasqueta, 134, Madrid, [-3.725498889057175,40.48639195381138])",1378860,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60600.0
3835,"Packet 26 to (calle del Cerro de la Carrasqueta, 134, Madrid, [-3.725498889057175,40.48639195381138])",1439460,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,0.0
3883,"Packet 27 to (calle del Cerro de la Carrasqueta, 134, Madrid, [-3.725498889057175,40.48639195381138])",1500060,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60600.0
3935,"Packet 28 to (calle del Cerro de la Carrasqueta, 134, Madrid, [-3.725498889057175,40.48639195381138])",1560660,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60600.0
4143,"Packet 34 to (calle de Amadeo Gómez, 3, Madrid, [-3.7249724280423706,40.47474670114076])",1872660,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60570.0
4177,"Packet 35 to (calle de Amadeo Gómez, 3, Madrid, [-3.7249724280423706,40.47474670114076])",1933260,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60600.0
4218,"Packet 36 to (calle de Amadeo Gómez, 3, Madrid, [-3.7249724280423706,40.47474670114076])",1993860,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,60600.0
4830,"Packet 65 to (avda del Talgo, 206, Madrid, [-3.7845418417825587,40.44788941014909])",2842590,Truck ended delivering,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,0013DYS,120630.0
